"fy_ef","org_id","org_name","vote_and_statutory","description","authorities","expenditures" 
2013,124,"Department of Finance","S","Debt payments on behalf of poor countries to International Organizations pursuant to section 18(1) of the Economic Recovery Act",51200000.00,51200000.00
2013,124,"Department of Finance","S","Fiscal Equalization (Part I - Federal-Provincial Fiscal Arrangements Act)",16105194000.00,16105194000.00
2013,124,"Department of Finance","S","Incentive for provinces to eliminate taxes on capital (Part IV Federal-Provincial Fiscal Arrangements Act)",1405000.00,1405000.00
2013,124,"Department of Finance","S","Interest on Unmatured Debt",16427887249.00,16427887249.00
2013,124,"Department of Finance","S","Losses on Foreign Exchange",268249984.00,268249984.00
2013,124,"Department of Finance","S","Other Interest Costs",8583878921.00,8583878921.00
2013,124,"Department of Finance","S","Payment of liabilities previously recorded as revenue",4991861.00,4991861.00
2013,124,"Department of Finance","S","Payment to Ontario related to the Canada Health Transfer (Budget Implementation Act,2009)",10052000.00,10052000.00
2013,124,"Department of Finance","S","Payment to the International Bank for reconstruction and development for the Agriculture Advance Market commitment (Bretton Woods and Related Agreements Act, section 8)",10000000.00,10000000.00
2013,124,"Department of Finance","S","Payments to International Development Association",441610000.00,441610000.00
2013,124,"Department of Finance","S","Payments to depositors of Canadian Commercial Bank, CCB Mortgage Investment Corporation and Northland Bank pursuant to the Financial Institutions Depositors Compensation Act",68571831.00,0.00
2013,124,"Department of Finance","S","Payments to provinces regarding sales tax harmonization (Part III,I -Federal-Provincial Fiscal Arrangements Act)",1161200000.00,1161200000.00
2013,124,"Department of Finance","S","Purchase of Domestic Coinage",106075973.00,106075973.00
2013,124,"Department of Finance","S","Refunds of amounts credited to revenues in previous years",155.00,155.00
2013,124,"Department of Finance","S","Salary and Motor Car Allowance",80706.00,80706.00
2013,124,"Department of Finance","S","Spending of proceeds from the disposal of surplus Crown assets",5069.00,0.00
2013,124,"Department of Finance","S","Statutory Subsidies (Constitution Acts, 1867-1982, and other statutory authorities)",34118831.00,34118831.00
2013,124,"Department of Finance","S","Territorial Financing (Part I.1 - Federal-Provincial Fiscal Arrangements Act)",3288281700.00,3288281700.00
2013,124,"Department of Finance","S","Wait Times Reduction Transfer (PartV.1) Federal-Provincial Fiscal Arrangements Act)",250000000.00,250000000.00
2013,124,"Department of Finance","S","Youth Allowances Recovery (Federal-Provincial Fiscal Revision Act, 1964)",-762975225.00,-762975225.00
2013,125,"Department of Fisheries and Oceans",1,"Operating/Program",1342830136.00,1283415415.00
2013,125,"Department of Fisheries and Oceans",10,"Grants & Contributions",88234171.00,85270463.00
2013,125,"Department of Fisheries and Oceans",5,"Capital",409220882.00,299367218.00
2013,125,"Department of Fisheries and Oceans","S","Contributions to employee benefit plans",136349927.00,136349927.00
2013,125,"Department of Fisheries and Oceans","S","Losses on Foreign Exchange",5191.00,5191.00
2013,125,"Department of Fisheries and Oceans","S","Refunds of amounts credited to revenues in previous years",77932.00,77932.00
2013,125,"Department of Fisheries and Oceans","S","Salary and Motor Car Allowance",79102.00,79102.00
2013,125,"Department of Fisheries and Oceans","S","Spending of proceeds from the disposal of surplus Crown assets",3498411.00,1837938.00
2013,126,"Department of Foreign Affairs, Trade and Development",1,"Operating/Program",1529042185.00,1441271656.00
2013,126,"Department of Foreign Affairs, Trade and Development",10,"Grants & Contributions",3256638321.00,3105855340.00
2013,126,"Department of Foreign Affairs, Trade and Development",15,"Operating/Program",65380000.00,65364001.00
2013,126,"Department of Foreign Affairs, Trade and Development",16,"Debt Forgiveness",8306202.00,8306202.00
2013,126,"Department of Foreign Affairs, Trade and Development",5,"Capital",212621773.00,139921051.00
2013,126,"Department of Foreign Affairs, Trade and Development","S","Advance Market Commitment for Pneumococcal Vaccines",17000000.00,17000000.00
2013,126,"Department of Foreign Affairs, Trade and Development","S","Contributions to employee benefit plans",104163772.00,104163772.00
2013,126,"Department of Foreign Affairs, Trade and Development","S","Losses on Foreign Exchange",48719439.00,48719439.00
2013,126,"Department of Foreign Affairs, Trade and Development","S","Passport Canada Revolving Fund (Revolving Funds Act)",13578219.00,13578219.00
2013,126,"Department of Foreign Affairs, Trade and Development","S","Payments to International Financial Institutions - Direct payments",29205000.00,29205000.00
2013,126,"Department of Foreign Affairs, Trade and Development","S","Payments under the Diplomatic Service (Special) Superannuation Act",119775.00,119775.00
2013,126,"Department of Foreign Affairs, Trade and Development","S","Pursuant to section 24.1 of the Financial Administration Act, to forgive an amount up to $449,533,044 owed by the Government of the Islamic Republic of Pakistan, in relation to loan agreements, subject to the conditions described in the Memorandum of Understanding signed on April 20, 2006 between the Government of Canada and the Government of the Islamic Republic of Pakistan",262183705.00,89931699.00
2013,126,"Department of Foreign Affairs, Trade and Development","S","Refunds of amounts credited to revenues in previous years",50492.00,50492.00
2013,126,"Department of Foreign Affairs, Trade and Development","S","Salary and Motor Car Allowance",218431.00,218431.00
2013,126,"Department of Foreign Affairs, Trade and Development","S","Spending of proceeds from the disposal of surplus Crown assets",2863373.00,1572733.00
2013,127,"Department of Health",1,"Operating/Program",1955617295.00,1863065740.00
2013,127,"Department of Health",10,"Grants & Contributions",1660583534.00,1640642661.00
2013,127,"Department of Health",5,"Capital",27576593.00,21683176.00
2013,127,"Department of Health","S","Canada Health Infoway Inc.",106193803.00,106193803.00
2013,127,"Department of Health","S","Collection Agency Fees",14196.00,14196.00
2013,127,"Department of Health","S","Contributions to employee benefit plans",135961159.00,135961159.00
2013,127,"Department of Health","S","Refunds of amounts credited to revenues in previous years",934351.00,934351.00
2013,127,"Department of Health","S","Salary and Motor Car Allowance",78700.00,78700.00
2013,127,"Department of Health","S","Spending of proceeds from the disposal of surplus Crown assets",916188.00,160420.00
2013,127,"Department of Health","S","Spending of revenues from other departments for which the Minister is responsible, pursuant to subsection 4.2(4) of the Department of Health Act",59275995.00,59275995.00
2013,127,"Department of Health","S","Transfer Payments in Connection with the Budget Implementation Act",169296.00,169296.00
2013,128,"Department of Employment and Social Development",1,"Operating/Program",682273930.00,645699959.00
2013,128,"Department of Employment and Social Development",5,"Grants & Contributions",1821358192.00,1697786241.00
2013,128,"Department of Employment and Social Development","S","Allowance payments (Old Age Security Act)",528202660.00,528202660.00
2013,128,"Department of Employment and Social Development","S","Canada Disability Savings Bond payments to Registered Disability Savings Plan issuers on behalf of Registered Disability Savings Plan beneficiaries to encourage long-term financial security of eligible individuals with disabilities",83427379.00,83427379.00
2013,128,"Department of Employment and Social Development","S","Canada Disability Savings Grant payments to Registered Disability Savings Plan issuers on behalf of Registered Disability Savings Plan beneficiaries to encourage long-term financial security of eligible individuals disabilities",190281476.00,190281476.00
2013,128,"Department of Employment and Social Development","S","Canada Education Savings grant payments to Registered Educations Savings Plans (RESPs) trustees on behalf of RESP beneficiaries to encourage Canadians to save for post-secondary education for their children",760199839.00,760199839.00
2013,128,"Department of Employment and Social Development","S","Canada Learning Bond payments to Registered Education Savings Plan trustees on behalf of Registered Education Savings Plan beneficiaries to support access to post-secondary education for children from low-income families",105899211.00,105899211.00
2013,128,"Department of Employment and Social Development","S","Canada Student Grants to qualifying full and part-time students pursuant to the Canada Student Financial Assistance Act",725360274.00,725360274.00
2013,128,"Department of Employment and Social Development","S","Contributions to employee benefit plans",241812820.00,241812820.00
2013,128,"Department of Employment and Social Development","S","Energy Cost Benefit",-2833.00,-2833.00
2013,128,"Department of Employment and Social Development","S","Guaranteed Income Supplement Payments (Old Age Security Act)",9372773071.00,9372773071.00
2013,128,"Department of Employment and Social Development","S","Old Age Security payments (Old Age Security Act)",31911357696.00,31911357696.00
2013,128,"Department of Employment and Social Development","S","Payments of compensation respecting government employees (Government Employees Compensation Act) and merchant seamen (Merchant Seamen Compensation Act)",40534130.00,40534130.00
2013,128,"Department of Employment and Social Development","S","Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act",558049063.00,558049063.00
2013,128,"Department of Employment and Social Development","S","Refunds of amounts credited to revenues in previous years",342569.00,342569.00
2013,128,"Department of Employment and Social Development","S","Salary and Motor Car Allowance",164422.00,164422.00
2013,128,"Department of Employment and Social Development","S","Spending of proceeds from the disposal of surplus Crown assets",236305.00,66828.00
2013,128,"Department of Employment and Social Development","S","Spending pursuant to section 12(4) of the Canada Education Savings Act",1671777.00,913588.00
2013,128,"Department of Employment and Social Development","S","Supplementary retirement benefits — Annuities agents' pensions",2671.00,2671.00
2013,128,"Department of Employment and Social Development","S","The provision of funds for interest and other payments to lending institutions and liabilities under the Canada Student Financial Assistance Act",9756281.00,9756281.00
2013,128,"Department of Employment and Social Development","S","The provision of funds for interest payments to lending institutions under the Canada Student Loans Act",3571.00,3571.00
2013,128,"Department of Employment and Social Development","S","The provision of funds for liabilities including liabilities in the form of guaranteed loans under the Canada Student Loans Act",-6944621.00,-6944621.00
2013,128,"Department of Employment and Social Development","S","Transfer Payments in Connection with the Budget Implementation Act",9000000.00,9000000.00
